ordinal,hp,torque,weightLbs,weightKg,displacement,engine,drivetrain,gears,aspiration,frontWeightPct,pi,speedRating,brakingRating,handlingRating,accelRating,price,division,topSpeedMph,quarterMile,zeroToSixty,zeroToHundred,braking60,braking100,lateralG60,lateralG120,imageUrl,wikiUrl,synopsis
1043,278,271,3393,1539,2.6,"I6",AWD,5,tt,56,485,4.1,2.4,2.5,3,81000,"Sport GT Icons",171,14,4.9,12.9,105,0,1.1,1.09,"/car-images/1043.png","https://forza.fandom.com/wiki/Nissan_Skyline_GT-R_V-Spec_(1997)","The E-BCNR33 (abbreviated as R33) model is the fourth generation of the Skyline GT-R that replaced the R32 in 1995 and continued production until 1998. It was replaced in the following year by the R34. Although power remained unchanged, the GT-R was redeveloped with improved driving dynamics in mind: The R33 was displayed in Nissan's television commercial Minus 21-second Dream, where it was shown to be 21 seconds faster than its predecessor on the Nürburgring race track. It completed its lap in "
1045,216,315,3483,1580,5.7,"V8",RWD,4,na,57,319,2.6,1.7,2,2,55000,"Sport Touring Classics",149.5,15.5,7.1,18.7,120.4,0,1.06,1.03,"/car-images/1045.png","https://forza.fandom.com/wiki/Pontiac_Firebird_Trans_Am_GTA","The Trans Am GTA (Gran Turismo Americano) was the flagship model of the third generation Firebird, which was redesigned for better handling and fuel economy. In contrast to previous models such as the 1977 Trans Am, its styling lacked any flamboyant graphics in order to resemble the subtlety of the SR-71 Blackbird reconnaissance aircraft. To distinguish it further from regular models, it was fitted with 'Ultima' seats and the V8 engine from the Chevrolet Corvette. It was offered from model year "
1046,600,560,3408,1546,8.4,"V10",RWD,6,na,49,737,4.4,5.4,5.3,4.6,245000,"Modern Sport GT",0,0,0,0,0,0,0,0,"/car-images/1046.png","https://forza.fandom.com/wiki/Dodge_Viper_SRT10_ACR","The Viper SRT10 ACR - with 'ACR' standing for 'American Club Racer' - is an extreme, track-tuned version of the Dodge Viper SRT-10. It received a track-only version, the Dodge Viper SRT10 ACR-X featured in Forza Horizon, and was replaced in 2016 by the Dodge Viper ACR. The 8.4L V10 engine remains the same as in the standard Dodge Viper SRT10, with power and torque remaining  and , respectively."
1059,414,295,3649,1655,4,"V8",RWD,6,na,52,545,5.1,2.7,2.7,3.5,96000,"Modern Sport Touring",185.7,12.5,4.4,10.3,116.3,283.9,1.12,1.11,"/car-images/1059.png","https://forza.fandom.com/wiki/BMW_M3_(2008)","The 2008 M3 is the fourth generation model of the BMW M3 series that was offered as a coupé and sedan. The coupé was replaced by the BMW M4, while the next-generation M3 (F80) is only available as a sedan."
1060,305,335,3395,1540,2.5,"F4",AWD,6,t,58,476,3,2.3,2.3,3.1,69000,"Modern Sport Compact",0,0,0,0,0,0,0,0,"/car-images/1060.png","https://forza.fandom.com/wiki/SUBARU_Impreza_WRX_STI_(2008)","The 2008 WRX STI introduced the third model generation of the Subaru WRX STI. Unlike its sedan predecessors, the STI was initially only available as a hatchback to increase its appeal in the European market, although a sedan variant did become available in 2011. Unlike the Japanese spec 2004 STi and 2005 STi, the 2008 STI appears as the left-hand drive North American spec model in the Forza series. Therefore, it is powered by a 2.5 liter boxer engine instead of the 2.0 liter boxer engine from it"
1063,425,490,3875,1758,7,"V8",RWD,4,na,54,392,2.1,1.4,1.5,3.2,87000,"Vintage Muscle",147.2,14.3,6.4,13.9,121.8,0,1,0.97,"/car-images/1063.png","https://forza.fandom.com/wiki/Dodge_Charger_Daytona_HEMI","The Charger Daytona is a special production of the 1969 Charger R/T that replaced the unsuccessful Charger 500 in the NASCAR series. It was the first car in NASCAR to break the  barrier during the 1970 season, which led to a reduction in engine size in the following NASCAR season due to safety concerns. The Charger Daytona was only available for the 1969 model year, and was replaced by the Plymouth Superbird in 1970."
1065,325,350,3495,1585,5.7,"V8",RWD,6,na,58,444,3.8,2.1,2.5,2.6,74000,"Sport Touring Classics",0,0,0,0,0,0,0,0,"/car-images/1065.png","https://forza.fandom.com/wiki/Pontiac_Firebird_Trans_Am_Ram_Air",""
1069,638,604,3350,1520,6.2,"V8",RWD,6,sc,52,707,7.1,3.8,3.7,5.5,149000,"Modern Sport GT",215.6,11.4,3.3,7.4,100.8,0,1.22,1.22,"/car-images/1069.png","https://forza.fandom.com/wiki/Chevrolet_Corvette_ZR1_(2009)","Looking to expand the Corvette series to supercars, Chevrolet introduced the ZR1 in 2009 as the most powerful model of the C6 Corvette. Driven by  from the supercharged LS9 engine, the ZR1 was officially claimed to reach  as top speed. It also showed exceptional performance on the track, as it lapped the Nordschleife in 7:19.63 min, giving it an edge over many supercars of its time such as the Dodge Viper SRT10 ACR and 2011 Nissan GT-R."
1081,510,420,3737,1695,5.9,"V12",RWD,6,na,53,603,6.1,3.3,3.1,3.9,121000,"Modern Sport GT",199.5,12.4,4.2,9.082,103.9,264.4,1.16,1.17,"/car-images/1081.png","https://forza.fandom.com/wiki/Aston_Martin_DBS_(2008)","The DBS is equipped with Aston Martin's 5.9-litre AM11 V12 engine with four valves per cylinder. The same engine is also used in the DBR9 and DBRS9 racing cars albeit with extensive modifications. The engine of the DBS produces"
1086,300,318,3236,1468,2.5,"I5",FWD,6,t,62,485,2.8,2.6,2.6,3,70000,"Modern Hot Hatch",0,0,0,0,0,0,0,0,"/car-images/1086.png","https://forza.fandom.com/wiki/Ford_Focus_RS_(2009)","The 2009 Focus RS is the second generation model of the Focus RS hot hatch. It was replaced in 2017 by the third generation model."
1090,661,738,4215,1912,6,"V12",RWD,5,tt,52,684,7.1,3.2,3.2,5.1,129000,"Modern Sport GT",216,11.782,3.88,7.9,103.8,264.2,1.16,1.18,"/car-images/1090.png","https://forza.fandom.com/wiki/Mercedes-Benz_SL_65_AMG_Black_Series","Limited to 350 units, the SL 65 AMG Black Series was introduced in 2009 as a high-performance special of the fifth generation SL-Class. Typical for Black Series models, which represent the fastest models of a particular AMG lineup, it sports aggressive styling inspired by DTM race cars and a staggering power output of , making it the most powerful production car by Mercedes-Benz to date. The SL 65 AMG Black Series is powered by a six liter (5,980 cc) twin-turbocharged V12 engine, codenamed M275 "
1104,96,100,2127,965,1.6,"I4",RWD,4,na,54,223,1,1,1,1.2,14000,"Vintage Sport Compact",105,19.7,13.5,42,118.9,0,0.96,0.86,"/car-images/1104.png","https://forza.fandom.com/wiki/Datsun_510","The Datsun 510 is a compact car sold by Nissan's export brand Datsun from 1968 to 1973. It was designed as a competitor to the BMW 1600 by offering sporting handling characteristics for a lower price. The 510 was also available with a strong factory racing support that allowed it to earn motorsport victories in numerous championships. The 510 is powered by a single overhead camshaft (SOHC) litre engine with  and  designed by Prince Motor Company. Although it is modestly powered for modern standa"
1105,325,288,3230,1465,4,"I6",RWD,5,na,51,282,1.4,1.4,1.3,1.9,74000,"Sport Coupe Icons",135.1,16.2,8.581,20.2,124.5,320.1,0.98,0.94,"/car-images/1105.png","https://forza.fandom.com/wiki/Aston_Martin_DB5","The DB5 Vantage is the most powerful model of the DB5 series and was manufactured in a limited production run of 25 units."
1110,128,110,2330,1057,1.8,"I4",RWD,5,na,51,287,1,1.8,2.1,1.6,27000,"Early Sport Compact",128.9,16.617,8.819,26.039,114.5,194.9,1.07,1.04,"/car-images/1110.png","https://forza.fandom.com/wiki/Mazda_MX-5_Miata_(1994)","The 1994 MX-5 Miata was a major model update of the original MX-5 Miata. Its most notable change was the introduction of a bigger engine with increased power and torque. 1994 also marked the debut of the R Package, which added a series of factory performance parts and removed several comfort features to save weight. Although the 1994 MX-5 has gained  in weight when compared to the 1990 MX-5, it was revised with a stiffened chassis that improves the car's torsional rigidity by 10%. This was imple"
1125,641,486,4068,1845,6.5,"V12",AWD,6,na,42,719,7.4,3.6,3.5,4.3,217000,"Modern Exotic GT",231,10.947,3.447,7.85,99.4,253.3,1.2,1.21,"/car-images/1125.png","https://forza.fandom.com/wiki/Lamborghini_Reventón","Introduced at the 2007 Frankfurt Motor Show, the Lamborghini Reventón is a limited-production supercar based on the Lamborghini Murciélago LP640. It became Lamborghini's most expensive road car, priced at approximately US$1.4 million, until the Lamborghini Sesto Elemento was launched. The Reventón takes its name from a fighting bull best known for fatally wounding famed Mexican bullfighter Felix Guzmán in 1943. Its name also means 'small explosion' or 'burst' as a Spanish noun. The Reventón has "
1126,500,383,4012,1820,5,"V10",RWD,7,na,52,563,6,2.8,2.5,4.1,100000,"Modern Sport Touring",198,12.4,4.1,9.5,111.5,272.1,1.1,1.09,"/car-images/1126.png","https://forza.fandom.com/wiki/BMW_M5_(2009)","Produced between 2005 and 2010, the E60 M5 is the successor to the E39 M5 produced between 1998 and 2003 and was succeeded by the F10 M5. Introduced in 2005, the E60 M5 is notable for being the world's first production sedan with a V10 engine, particularly a 5.0L odd firing S85 V10. As with some of the E60 M5's predecessors, the E60 M5 was both the quickest and fastest four-door sedan at the time of its release, with 0- in 4.1 seconds and a top speed above . Other unique features from the E60 M5"
1131,562,398,3274,1485,4.5,"V8",RWD,7,na,42,727,6.5,4.2,3.9,6,250000,"Modern Sport GT",207.9,11.3,3,6.5,104.3,255.2,1.22,1.29,"/car-images/1131.png","https://forza.fandom.com/wiki/Ferrari_458_Italia","The 458 Italia is the successor to the Ferrari F430 that entered production in 2009 for the 2010 model year. It is powered by a 4.5L (4,499 cc) V8, codenamed F136 F, that outputs  at 9000 rpm and  of torque at 6000 rpm. It is also equipped with a seven-speed dual-clutch automatic F1 transmission, making it the first mainstream Ferrari model without the option of a manual gearbox. The 458 Italia was replaced by the Ferrari 488 GTB in 2015."
1150,115,105,1676,760,1.6,"I4",RWD,5,na,54,263,1,1,1,1.8,47000,"Vintage Sport Compact",123.3,15.633,7.9,24,127.3,331.7,0.95,0.87,"/car-images/1150.png","https://forza.fandom.com/wiki/Alfa_Romeo_Giulia_Sprint_GTA_Stradale","The Alfa Romeo Giulia Sprint GTA Stradale is a performance model of the Giulia coupé that was produced from 1963 to 1977, succeeding the 1958 Alfa Romeo Giulietta Sprint Veloce. The Giulia coupé was replaced by the Alfetta, which includes the 1986 Alfa Romeo GTV-6 in its lineup."
1154,300,223,2028,920,3,"V12",RWD,4,na,52,559,3.7,2.3,2.7,4.2,164000,"Vintage Le Mans Sportscars",167.6,13,4.78,10.28,105.3,0,1.14,1.08,"/car-images/1154.png","https://forza.fandom.com/wiki/Ferrari_250_Testa_Rossa",""
1155,390,341,2300,1043,4.7,"V8",RWD,4,na,53,619,5,3.1,3.7,3.5,165000,"Vintage Le Mans Sportscars",186.1,11.2,4.01,8.81,107.3,280.2,1.23,1.22,"/car-images/1155.png","https://forza.fandom.com/wiki/Shelby_Cobra_Daytona_Coupé","The Shelby Cobra Daytona Coupé is a race variant of the Shelby Cobra. Featuring a Kammback body that allows it to reach  as top speed, the Shelby Daytona competed in the GT class of the 1964 and 1965 seasons of the World Sportscar Championship."
1171,691,479,3350,1520,6,"V12",RWD,6,na,47,836,6.2,6,5.8,7.1,1300000,"Modern Factory Racecars",205.5,10.33,3.008,6.009,92.8,222.8,1.38,1.54,"/car-images/1171.png","https://forza.fandom.com/wiki/Ferrari_599XX","The 599XX is a track-only car that was developed as part of Ferrari's XX Programmes. Using the 599 GTB Fiorano as a base, it is powered by a six liter V12 engine with the rev limiter raised to 9000 rpm, allowing it to exceed . However, its power is only rated at  in the Forza series. In order to improve its cornering abilities, the 599XX features a high number of weight reduction measures that include lightened engine components and various carbon fibre applications. After its debut in 2010, it "
1173,651,487,3850,1746,6.5,"V12",AWD,6,na,42,755,6.8,4.1,3.9,5.2,276000,"Modern Exotic GT",212.2,11.4,3.2,7.2,101.4,252.9,1.23,1.28,"/car-images/1173.png","https://forza.fandom.com/wiki/Lamborghini_Murciélago_LP_670-4_SV","The Murciélago LP 670-4 SV, whose name stands for 'SuperVeloce' (lit. Superfast), is the last production model of the Lamborghini Murciélago before the introduction of the Murciélago successor Lamborghini Aventador LP 700-4, whose LP 750-4 SV variant acts as the Murciélago LP 670-4 SV's successor. It uses the 'SV' nameplate previously featured on the Miura SV and Diablo SV. The Murciélago LP 670-4 SV is also the last Lamborghini car to use the Lamborghini V12 engine, as the Aventador uses a new "
1202,571,479,3571,1620,6.2,"V8",RWD,7,na,47,688,6.8,3.6,3.4,5.2,129000,"Modern Sport GT",212,11.6,3.6,7.7,119,279.3,1.19,1.18,"/car-images/1202.png","https://forza.fandom.com/wiki/Mercedes-Benz_SLS_AMG","The Mercedes-Benz SLS AMG is a front-engine, RWD supercar equipped with gullwing doors. Its name stands for 'Sport Leicht Super' (lit. Sport Light Super). Between 2009 and 2014, the SLS AMG received other variants, including a high-performance Black Series variant. The SLS AMG was succeeded by the Mercedes-AMG GT S in 2014."
1216,335,332,3472,1575,2.5,"I5",AWD,7,t,60,470,3.7,2.3,2.3,2.8,78000,"Modern Hot Hatch",166.2,13.517,4.5,11.685,104.2,271.5,1.08,1.06,"/car-images/1216.png","https://forza.fandom.com/wiki/Audi_RS_3_Sportback","Following the debut of the first generation Audi TT RS, the RS 3 Sportback was the second high performance RS badged sports compact to be released by Audi. Due to sharing its platform with the TT RS, it features all-wheel drive and a turbocharged inline-five motor but offered in a hatchback body style. It was only produced from 2011 to 2012 and reintroduced in 2015 as a part of the third generation Audi A3 model series. The RS 3 Sportback has a 2.5L (2,480 cc) inline-five engine with turbochargi"
1217,500,383,4098,1859,5,"V10",RWD,6,na,53,594,6,2.8,2.7,4.4,106000,"Sport Luxury",199.1,12.4,4.1,8.9,109.8,274.6,1.12,1.11,"/car-images/1217.png","https://forza.fandom.com/wiki/BMW_M6_Coupe_(2010)","The 2010 M6 Coupe is the final model year of the first generation BMW M6. It shares with the E60 M5 a naturally-aspirated V10 engine, an aluminum front subframe and the same tires sizes, which are 255 mm at the front and 285 mm at the rear. It was replaced by the F12 codenamed second generation model for 2013."
1219,611,480,3126,1418,3.5,"V12",AWD,6,t4,40,697,7.6,3.2,3.2,4.7,171000,"Exotic GT Classics",220.8,11.7,3.6,8.2,102.3,276.6,1.17,1.18,"/car-images/1219.png","https://forza.fandom.com/wiki/Bugatti_EB110_Super_Sport","The EB110 Super Sport - abbreviated as EB110 SS - is a limited-production supercar produced by Bugatti Automobili S.p.A. as a top-performing variant of the EB110, produced between 1991 and 1995. The EB110 was created to celebrate Ettore Bugatti's 110th birthday, with 'EB' standing for the initials of Ettore Bugatti and 110 being the number of years since Bugatti's birth year: 1881. The EB110 Super Sport is the top-performing version of the EB110, equipped with a 3.5L (3,489 cc) quad-turbocharged"
1220,525,418,3571,1620,5.2,"V10",AWD,6,na,44,680,6,3.3,3.2,4.3,127000,"Modern Sport GT",200.6,12.1,3.719,8.4,105.1,259.9,1.17,1.17,"/car-images/1220.png","https://forza.fandom.com/wiki/Audi_R8_Coupé_5.2_FSI_quattro","The biggest difference from the Audi R8 4.2 FSI quattro is the replacement of the V8 for a V10 engine sourced from the Lamborghini Gallardo LP 560-4. Other differences include a slightly altered body and LED lights. Production of the model was launched in 2008, and underwent a facelift in 2012 along with the introduction of a Plus trim."
1229,458,278,1488,675,2,"3-Rotor Rotary",RWD,6,na,45,931,5,10,10,7.5,353000,"Modern Factory Racecars",186.1,10,3.1,5.644,79.8,189.8,1.66,2.36,"/car-images/1229.png","https://forza.fandom.com/wiki/Mazda_Furai","The Furai, whose name means 'sound of the wind', was the last of the Nagare line of concept cars made by Mazda from 2006. Unlike other Mazda concept cars, the Furai was fully functional and tested at various tracks, like Mazda Raceway Laguna Seca. The Mazda Furai used a chassis based on the Courage Compétition C65 LMP race car last used by Mazda in the American Le Mans Series, two seasons previously. The Furai was also designed to make use of E100 ethanol fuel. It wore the number 55, the same as"
1260,552,354,3263,1480,4.8,"V10",RWD,6,na,48,697,6,4.1,3.9,5,131000,"Modern Sport GT",199.2,11.81,3.719,7.818,103.1,252.7,1.23,1.27,"/car-images/1260.png","https://forza.fandom.com/wiki/Lexus_LFA","The second model in Lexus' F marque line of performance cars after the IS F, the LFA was seen by Akio Toyoda, CEO of Toyota, as an opportunity to create a global icon for the Lexus brand, embodying his idea that the ultimate Lexus should connect with its owner. The LFA is powered by a 4.8 liter V10 engine with a Dual VVT-i variable valve timing system, that was constructed using forged aluminium pistons, forged titanium connecting rods and solid titanium valves. Co-developed by Yamaha, its exhau"
1267,330,430,3445,1563,6.6,"V8",RWD,4,na,53,357,1,1.2,1.3,2.4,75000,"Vintage Muscle",128,14.283,6.48,14.481,117.3,314.7,1,0.94,"/car-images/1267.png","https://forza.fandom.com/wiki/AMC_Javelin_AMX","The 1971 model marked the second generation of the AMC Javelin, with a completely redesigned, more muscular look. AMC integrated the AMX designation into the top-of-the-line Javelin trim rather than offering a separate two-seater, giving the AMX trim a full-size hardtop with aggressive fender bulges, a fastback roofline, and a tall rear spoiler inspired by input from Trans-Am racers Roger Penske and Mark Donohue. Designer Dick Teague retained a curvaceous “wet T-shirt” look, emphasizing performa"
1268,315,251,2990,1356,3.2,"I6",RWD,5,na,50,520,3.8,2.5,2.6,3.4,96000,"Early Sport Compact",169,12.817,4.8,11.283,145.6,357.7,0.93,0.95,"/car-images/1268.png","https://forza.fandom.com/wiki/BMW_Z3_M_Coupe","The M Coupe is a shooting-brake styled variant of the Z3 M Roadster. It was replaced by the BMW Z4 M Coupe."
1269,168,181,2381,1080,2,"I4",RWD,4,t,54,298,1.6,1.2,1.3,2.3,67000,"Vintage Sport Compact",138.3,14.95,6.9,18.4,117.6,411.4,0.99,0.94,"/car-images/1269.png","https://forza.fandom.com/wiki/BMW_2002_Turbo",""
1272,224,224,2811,1275,2,"I4",AWD,5,t,56,421,2.7,2.5,2.8,2.4,73000,"Hot Hatch Icons",153.1,14.883,6.164,17.381,107.1,0,1.12,1.14,"/car-images/1272.png","https://forza.fandom.com/wiki/Ford_Escort_RS_Cosworth",""
1273,182,118,2403,1090,1.6,"I4",FWD,5,na,62,348,2.6,1.6,1.9,2.2,49000,"Hot Hatch Icons",151.6,15,5.7,17.5,112,0,1.05,1,"/car-images/1273.png","https://forza.fandom.com/wiki/Honda_Civic_Type_R_(1997)","The Civic Type R was introduced in 1997 as the third model in the Type R performance series, following the Integra Type-R and NSX-R. It is built on a seam-welded chassis that signficantly increases rigidity and has a fully independent suspension with double wishbones at the front and rear. Due to a high number of weight reduction applications including the absence of air conditioning and elimination of sound insulation, its weight is only , making it the lightest Type R model to date. Despite a "
1277,425,490,3880,1760,7,"V8",RWD,4,na,58,377,2.9,1.1,1.2,3.1,81000,"Vintage Muscle",0,0,0,0,0,0,0,0,"/car-images/1277.png","https://forza.fandom.com/wiki/Plymouth_Cuda_426_HEMI",""
1278,300,380,3047,1382,5.8,"V8",RWD,4,na,59,337,2,1.3,1.2,2.8,68000,"Vintage Muscle",143.9,15.8,8.1,21.027,122.5,0,0.99,0.91,"/car-images/1278.png","https://forza.fandom.com/wiki/Ford_XB_Falcon_GT","The Falcon GT is the performance model of the 1973 to 1976 XB Falcon, which succeeds the XA Falcon."
1280,335,440,3435,1558,7,"V8",RWD,4,na,59,369,1,1.1,1.3,3.1,80000,"Vintage Muscle",124.8,13.9,6.1,13,127.2,0,0.99,0.94,"/car-images/1280.png","https://forza.fandom.com/wiki/Mercury_Cougar_Eliminator",""
1281,109,95,1510,685,1.5,"F4",RWD,5,na,48,271,1.3,1.5,1.9,1.4,68000,"Sport Coupe Icons",133.3,16.1,8.2,25.183,140,0,1.05,1,"/car-images/1281.png","https://forza.fandom.com/wiki/Porsche_550A_Spyder","Using the Porsche 356 as a base, the 550 Spyder is a lightweight sports car built for motorsport racing, which would later be further developed into the Porsche 718."
1282,155,160,2915,1322,2.4,"I4",RWD,5,na,53,284,1.8,1.6,1.9,1.5,25000,"Early Sport Compact",0,0,0,0,0,0,0,0,"/car-images/1282.png","https://forza.fandom.com/wiki/Nissan_240SX_SE_(1993)","The S13 codenamed 240SX SE is the North American market model of the 180SX, a hatchback based on the S13 Silvia. Designed as an affordable sports car with low insurance rates, the 240SX is powered by the naturally-aspirated 2.4 liter KA24DE engine with , making it the least powerful Nissan S platform model in the Forza series. Weighing  it is also the heaviest S platform car in the series, although the 240SX is less front-heavy than the Club K's. Production of the S13 240SX was launched in 1989 "
1290,282,251,3329,1510,3.5,"I6",RWD,5,na,53,378,3.4,1.8,2,2.5,79000,"Sport Touring Classics",162.7,14.6,6,15.118,113.9,296.1,1.06,1.01,"/car-images/1290.png","https://forza.fandom.com/wiki/BMW_M635_CSi","The M635 CSi was a performance model tuned by BMW's M division but manufactured by BMW itself. Introduced as the most powerful model of the E24 chassis BMW 6 Series, the M635 CSi was powered by a 3.5 six-cylinder engine previously found in the BMW M1. The M635 CSi was rebadged as the BMW M6 in North America and ended production in 1989. The name of the latter was revived in 2005 with the second generation BMW 6 Series."
1291,450,500,3799,1723,7.4,"V8",RWD,4,na,59,383,1.1,1.1,1.2,3.2,84000,"Street Drag Racers",0,0,0,0,0,0,0,0,"/car-images/1291.png","https://forza.fandom.com/wiki/Chevrolet_Chevelle_Super_Sport_454",""
1292,175,175,2540,1152,2.2,"I4",FWD,5,t,62,306,1.2,1.6,1.6,2.2,47000,"Hot Hatch Icons",130.3,15.317,6.7,17.718,114,303.1,1.02,0.98,"/car-images/1292.png","https://forza.fandom.com/wiki/Dodge_Shelby_Omni_GLHS","The 1986 Dodge Shelby Omni GLHS is a limited‑production hot hatch developed by Carroll Shelby as the final and most extreme evolution of the Dodge Omni performance line. Introduced for the 1986 model year, the GLHS (“Goes Like Hell S’more”) took the already quick Omni GLH and pushed it further with a turbocharged 2.2‑liter inline‑four rated at , upgraded suspension components, and Shelby‑specific tuning that transformed the lightweight hatchback into a genuinely quick and agile street car. Only "
1293,224,206,2734,1240,2,"I4",RWD,5,t,51,395,2.6,2.2,2.5,2.7,71000,"Sport Touring Classics",0,0,0,0,0,0,0,0,"/car-images/1293.png","https://forza.fandom.com/wiki/Ford_Sierra_Cosworth_RS500",""
1296,235,181,2954,1340,2.5,"I4",RWD,5,na,53,400,3,2.7,2.8,2.4,82000,"Sport Touring Classics",157.1,15.5,7.1,18,109.9,0,1.13,1.12,"/car-images/1296.png","https://forza.fandom.com/wiki/Mercedes-Benz_190E_2.5-16_Evolution_II","The 190E 2.5-16 Evolution II was a limited production model designed to homologate the Mercedes-Benz 190E for the historic Group A racing class. Similar to its rivals, the BMW M3 and Alfa Romeo 155 Q4, it was powered by a 16 valve engine with ."
1301,245,242,2100,953,3.4,"I6",RWD,4,na,54,493,4.7,2.3,2.9,2.3,138000,"Vintage Le Mans Sportscars",180,13.7,4.7,12.115,100.7,275.3,1.17,1.09,"/car-images/1301.png","https://forza.fandom.com/wiki/Jaguar_D-Type","The Jaguar D-Type was a classic race car that debuted in 1954 to replace the Jaguar C-Type. As Jaguar intended to continue its success in the prestigious 24 Hours of Le Mans series, the D-Type was designed with various technologies derived from aviation, including its monocoque construction and aerodynamic bodywork that allowed a top speed of at least . The D-Type was successfully entered in Le Mans from 1955 to 1957, when it achieved three consecutive wins. It was replaced by the road-going E-T"
1302,115,126,1986,901,1.8,"I4",RWD,4,na,54,267,1,1.3,1.3,1.7,27000,"Vintage Sport Compact",0,0,0,0,0,0,0,0,"/car-images/1302.png","https://forza.fandom.com/wiki/Ford_Escort_RS1800","The RS1800 is the successor to the RS1600. The Escort RS series went on for each future model generation including the 1992 Escort RS Cosworth, a rally homologation special."
1306,230,250,2984,1354,2.4,"I4",FWD,5,t,64,429,3.4,1.7,1.9,2.8,62000,"Early Sport Compact",0,0,0,0,0,0,0,0,"/car-images/1306.png","https://forza.fandom.com/wiki/Dodge_SRT-4_ACR","The SRT‑4 ACR replaced the 2003 Dodge SRT‑4 for the 2005 model, which laid the foundation with the same turbocharged engine and FWD layout before the ACR package elevated it into a more track‑ready machine. It retains the familiar 2.4‑liter turbocharged inline‑four producing  and  of torque,  but the ACR package sharpens the car’s character with stiffer suspension, lightweight wheels, and a more purposeful oriented setup.  The SRT‑4 ACR was discontinued after the 2005 model year when production "
1309,365,445,3623,1643,6.5,"V8",RWD,4,na,58,349,1.5,1.1,1.2,2.7,80000,"Street Drag Racers",138,14.05,6.2,13.95,131.7,0,0.98,0.93,"/car-images/1309.png","https://forza.fandom.com/wiki/Pontiac_GTO_Judge","Originally planned as a low-cost competitor against the Plymouth Road Runner, the Judge debuted in 1969 as the top-of-the-line GTO model. It added a flashy appearance package with Judge decals along with the  Ram Air III engine. The Judge package was also available for the 1970 and 1971 model years of the Pontiac GTO."
1314,627,480,2840,1288,6.1,"V12",RWD,6,na,41,736,9.2,3.7,3.9,5.3,281000,"Exotic GT Classics",236.7,11.6,3.4,7.7,93.5,254.9,1.24,1.26,"/car-images/1314.png","https://forza.fandom.com/wiki/McLaren_F1","As McLaren's first road-going production car, the F1 is famous for setting a production car top speed record in 1998, with a top speed of , surpassing the RUF CTR2's old record of  in 1995. Only 106 total units of the McLaren F1, including special variants, were produced. In 2012, the McLaren P1 was unveiled and put into production between 2013 and 2015 as the F1's successor."
1317,444,464,1984,900,6.2,"V8",RWD,6,na,45,915,4.7,9.6,9.7,7.1,316000,"Forza P2",181.7,10.383,3.1,6,81.4,191.1,1.62,2.23,"/car-images/1317.png","https://forza.fandom.com/wiki/Chevrolet_55_Level_5_Motorsports_Oreca_FLM09","Intended as a way to help young and upcoming drivers make their way up the endurance prototype ladder, the Formula Le Mans (FLM), later the Le Mans Prototype Challenge (LMPC), formula was introduced by the Automobile Club de l'Ouest (ACO) in 2009. The car used in this formula would be the FLM09, built as a spec car by Oreca, with much of the design for the car being based on the Courage LC75. The cars would use a production 6.2L LS3 V8 from Chevrolet, outputting about . The cars would compete in"
1322,562,398,3470,1574,5.2,"V10",AWD,6,na,43,731,7,3.6,3.7,5,253000,"Modern Sport GT",0,0,0,0,0,0,0,0,"/car-images/1322.png","https://forza.fandom.com/wiki/Lamborghini_Gallardo_LP_570-4_Superleggera","The Gallardo LP 570-4 Superleggera is a lightweight, high-performance variant of the facelifted Lamborghini Gallardo. 'Superleggera' means 'super light' in Italian. The Gallardo series was followed-up by the Lamborghini Huracán LP 610-4. Carbon fiber has been extensively used, saving  over the standard LP 560-4 model. Performance has been boosted with an uptuned 5.2 L (5,204 cc) V10, with the engine producing  and . 0 -  is done in 3 seconds with an unchanged top speed of at least ."
1323,305,290,3384,1535,2.5,"F4",AWD,6,t,58,473,3.7,2.2,2.3,2.8,67000,"Modern Sport Compact",0,0,0,0,0,0,0,0,"/car-images/1323.png","https://forza.fandom.com/wiki/SUBARU_WRX_STI_(2011)","The 2011 WRX STI is a redesign of the third generation Subaru WRX STI, which was introduced as a standalone model series after dropping the Impreza moniker. Following falling sales since the 2008 hatchback redesign, the WRX STI became available as a four-door sedan again. The third generation WRX STI continued production until 2014, and was replaced by the fourth generation model in 2015. The 2011 WRX STI equals its predecessor in many regards but weighs  less, giving it slightly higher handling"
1325,231,251,2910,1320,1.7,"I4",FWD,6,t,63,387,2.8,1.8,2.1,2.4,59000,"Modern Hot Hatch",154.4,14.267,6.6,17.5,108.5,288,1.08,1.02,"/car-images/1325.png","https://forza.fandom.com/wiki/Alfa_Romeo_Giulietta_Quadrifoglio_Verde","It entered production in 2010 and is the successor to the Alfa Romeo 147. The name 'QV' stands for Quadrifoglio Verde. The model was sold as Giulietta Cloverleaf in some markets. The Giulietta QV received the engine and the six-speed twin-clutch automatic transmission from the 4C production car in 2014 along with consolidation of the name to Giulietta QV in all markets."
